RSPO,TERYT,Rural county,Urban county,Rural territory,City,Revenue per person,Website,Start date,Students,Sport venues,German or French,Logopedist,Psychologist,Pedagogue,Participants in English,Avg. score in English
48622,2006032,1,0,0,0,5578.88,1,1964-09-01,77,1,1,1,0,0,10,45
48623,2006032,1,0,0,0,5578.88,0,1952-09-01,207,0,1,0,0,0,22,58
48626,2006032,1,0,0,0,5578.88,1,1950-09-01,77,0,1,0,0,0,12,72
28608,2006042,1,0,0,0,6638.77,0,1938-09-01,73,0,1,0,0,0,11,54
34340,2006042,1,0,0,0,6638.77,1,1945-02-16,251,1,1,0,1,1,17,53
80369,2006062,1,0,0,0,6701.47,1,1996-01-01,350,1,1,0,0,0,28,58
90626,2006062,1,0,0,0,6701.47,1,1996-01-01,102,1,1,0,0,0,11,44
86637,2008022,1,0,0,0,5664.17,1,1930-09-01,158,0,1,1,0,1,18,70
104914,2008032,1,0,0,0,4960.18,0,1983-04-18,251,0,0,1,1,0,27,47
40896,2008052,1,0,0,0,5789.56,0,1983-04-30,207,0,0,0,0,0,28,62
42792,2008072,1,0,0,0,5538.78,1,1999-09-01,275,1,0,1,1,1,23,40
9593,2009022,1,0,0,0,5466.52,1,1983-09-01,179,0,1,0,0,0,17,38
5242,2009032,1,0,0,0,6139.75,1,2011-09-01,324,1,1,0,0,1,22,63
61633,2009042,1,0,0,0,7163.34,1,1944-09-01,221,1,0,1,1,0,29,67
66354,2009011,0,1,0,0,5018.12,1,1971-01-04,580,1,1,1,1,1,47,56
17035,2009052,1,0,0,0,5915.45,0,1983-09-01,149,1,1,1,0,1,10,59
34733,2010032,1,0,0,0,5001.43,1,1999-09-01,217,1,1,1,0,1,18,53
9557,2010042,1,0,0,0,4432.61,1,1975-12-15,298,0,0,1,1,1,28,49
86702,2010052,1,0,0,0,9933.59,1,1983-04-06,134,0,0,0,0,0,13,61
47650,2010072,1,0,0,0,4776.97,0,1969-09-01,199,0,0,0,0,1,13,56
23006,2010082,1,0,0,0,6219.92,1,1999-09-01,186,1,0,1,1,0,21,39
55408,2010011,0,1,0,0,6330.46,1,1976-09-01,601,1,1,0,1,1,65,69
69079,2010011,0,1,0,0,6330.46,1,1990-09-01,525,1,1,1,1,1,46,64
12744,2010092,1,0,0,0,5453.33,1,1976-08-21,266,1,0,1,0,1,18,34
52446,2011022,1,0,0,0,5910.71,1,1919-08-29,226,0,0,1,1,1,29,51
58774,2011032,1,0,0,0,5825.94,1,1919-08-29,226,1,1,0,0,1,33,65
113899,2011052,1,0,0,0,5643.25,1,1983-09-01,257,1,0,1,1,1,24,75
31092,2011062,1,0,0,0,6339.35,1,1921-09-01,185,1,0,0,0,1,11,48
86396,2011072,1,0,0,0,5623.44,0,1975-12-15,124,0,0,1,1,0,10,61
68686,2011102,1,0,0,0,6227.52,1,1999-09-01,152,0,0,0,1,1,14,68
106299,2012012,1,0,0,0,5858.27,1,1976-01-01,345,1,1,1,1,1,26,54
68666,2012022,1,0,0,0,7168.31,0,1983-09-01,423,1,1,0,0,1,44,53
63304,2012032,1,0,0,0,5490.13,1,1900-09-01,231,1,0,1,1,1,34,67
69080,2012042,1,0,0,0,6161.7,0,1928-09-03,88,0,1,1,0,0,10,35
73496,2012042,1,0,0,0,6161.7,1,1975-12-15,262,0,1,0,0,1,17,65
7004,2012052,1,0,0,0,5367.85,1,1983-09-01,484,1,1,1,0,1,42,53
52505,2012062,1,0,0,0,5592.34,1,1962-09-01,225,1,0,1,1,1,20,66
91527,2012072,1,0,0,0,7468.07,1,1957-09-01,141,1,1,0,1,1,14,65
91529,2012072,1,0,0,0,7468.07,1,1957-09-01,181,1,1,1,0,0,14,66
91531,2012072,1,0,0,0,7468.07,1,1983-09-01,123,1,0,0,0,1,12,72
28017,2012082,1,0,0,0,6356.02,1,1995-12-11,160,1,0,1,0,1,22,54
30899,2012082,1,0,0,0,6356.02,1,1989-04-20,113,1,1,0,1,1,17,60
49082,2012092,1,0,0,0,6400.31,0,1925-09-01,197,0,1,1,1,1,21,53
92414,2013042,1,0,0,0,5337.66,0,1999-09-01,172,1,0,1,0,1,15,53
11401,2013052,1,0,0,0,6074.11,1,1999-09-01,243,1,0,1,0,1,30,59
103960,2013062,1,0,0,0,5759.27,1,1934-09-01,286,1,0,1,0,1,27,49
13687,2013072,1,0,0,0,5927.53,1,1999-09-01,285,1,1,1,0,1,21,56
13689,2013072,1,0,0,0,5927.53,0,1999-09-01,177,1,1,0,0,0,18,65
120926,2013082,1,0,0,0,6468.65,1,1905-01-01,555,1,1,1,1,1,41,60
6842,2013011,0,1,0,0,7296.49,1,1977-01-01,601,0,0,1,1,1,70,57
263273,2013011,0,1,0,0,7296.49,1,2017-09-01,598,0,0,1,1,0,50,63
106840,2013102,1,0,0,0,5783.82,0,1977-01-01,180,1,0,0,0,1,18,51
53701,2014022,1,0,0,0,6208.06,1,1999-09-01,199,1,1,1,0,0,10,49
10265,2014032,1,0,0,0,5468.9,0,1985-09-01,435,1,0,1,0,1,29,44
23598,2014042,1,0,0,0,6095.48,1,1996-01-01,255,0,1,1,0,1,27,61
5747,2014011,0,1,0,0,4733.02,1,1974-09-01,428,1,1,0,1,1,57,61
13034,2014011,0,1,0,0,4733.02,1,1963-09-01,811,1,1,1,0,1,96,70
15725,2014011,0,1,0,0,4733.02,1,1970-09-01,785,0,0,1,1,1,73,65
31494,2014052,1,0,0,0,5808.76,1,1959-09-01,88,1,0,1,0,0,14,52
35164,2014052,1,0,0,0,5808.76,1,1984-09-01,151,1,0,0,0,0,17,49
13449,2062011,0,1,0,0,7365.15,0,1946-10-25,340,0,1,1,1,1,36,57
13450,2062011,0,1,0,0,7365.15,1,1964-09-01,599,1,1,1,1,1,64,72
13452,2062011,0,1,0,0,7365.15,1,1986-09-01,1023,1,1,1,1,1,97,68
13453,2062011,0,1,0,0,7365.15,1,1988-09-01,1354,1,1,1,1,1,136,75
13984,2062011,0,1,0,0,7365.15,1,1957-09-01,527,1,1,1,1,1,95,77
13985,2062011,0,1,0,0,7365.15,1,1973-08-15,764,1,1,1,1,1,68,72
133876,2062011,0,1,0,0,7365.15,1,2017-09-01,893,1,1,1,1,1,25,73
26242,2007032,1,0,0,0,6409.66,0,1966-09-01,361,1,1,1,0,1,35,49
126698,2007032,1,0,0,0,6409.66,1,1998-09-01,150,1,1,0,0,0,13,59
47761,2007052,1,0,0,0,5143.87,1,1999-09-01,114,1,0,1,0,0,14,55
47767,2007052,1,0,0,0,5143.87,1,1999-09-01,506,0,1,0,1,1,73,71
56072,2007062,1,0,0,0,6396.06,0,1936-09-01,173,0,1,1,0,1,17,44
40677,2007082,1,0,0,0,5848.95,0,1937-09-01,74,1,1,0,1,0,11,34
44631,2007082,1,0,0,0,5848.95,1,1966-09-01,216,0,1,1,1,0,22,59
57323,2007092,1,0,0,0,5378.52,1,1975-12-15,273,1,1,0,0,1,16,36
60090,2007092,1,0,0,0,5378.52,1,1985-05-13,113,0,1,1,0,0,12,47
90331,2007022,1,0,0,0,5491.34,0,1936-10-01,143,1,1,1,0,1,21,59
90332,2007022,1,0,0,0,5491.34,0,1905-09-01,188,0,1,1,1,1,19,55
90339,2007022,1,0,0,0,5491.34,1,1918-09-01,224,0,1,1,0,1,19,62
90348,2007022,1,0,0,0,5491.34,1,1936-09-01,145,1,0,0,0,1,11,77
62298,2007072,1,0,0,0,6245.49,1,1945-09-01,392,0,1,1,1,1,39,64
62338,2007072,1,0,0,0,6245.49,1,1983-09-01,100,0,1,1,0,1,10,63
27152,1461011,0,1,0,0,7634.92,1,1950-09-01,815,1,1,0,1,1,50,58
27351,1461011,0,1,0,0,7634.92,1,1961-09-01,709,1,1,1,1,1,83,64
27789,1461011,0,1,0,0,7634.92,1,1991-09-01,1274,1,1,1,1,1,132,78
44013,1461011,0,1,0,0,7634.92,1,1918-09-01,754,1,1,1,1,1,91,74
44015,1461011,0,1,0,0,7634.92,1,1945-09-01,571,1,1,1,1,1,64,66
62601,1461011,0,1,0,0,7634.92,1,1918-09-01,192,1,1,1,1,1,20,54
66148,1461011,0,1,0,0,7634.92,1,1916-09-01,421,1,1,1,1,1,34,77
22511,1462011,0,1,0,0,9411.86,1,1964-09-01,656,1,1,0,1,1,79,72
22771,1462011,0,1,0,0,9411.86,1,1988-09-01,1212,1,1,1,1,1,143,78
24328,1462011,0,1,0,0,9411.86,1,1984-09-01,196,1,1,1,0,1,17,62
31112,1462011,0,1,0,0,9411.86,1,1962-09-01,336,1,1,0,1,1,40,67
31914,1462011,0,1,0,0,9411.86,1,1910-09-01,84,1,1,0,0,1,17,59
34820,1462011,0,1,0,0,9411.86,1,1923-09-01,484,1,1,0,1,1,27,71
34821,1462011,0,1,0,0,9411.86,1,1962-09-01,471,1,1,0,1,1,27,69
34835,1462011,0,1,0,0,9411.86,1,1967-09-04,207,1,1,1,0,1,42,33
34838,1462011,0,1,0,0,9411.86,1,1965-09-01,423,1,1,1,1,1,54,48
35031,1462011,0,1,0,0,9411.86,1,1970-06-26,563,1,1,1,1,1,83,74
38737,1462011,0,1,0,0,9411.86,1,1989-09-01,939,1,1,1,1,1,83,79
38778,1462011,0,1,0,0,9411.86,1,1905-12-31,458,1,1,1,1,0,69,71
38779,1462011,0,1,0,0,9411.86,1,1983-03-30,805,1,1,1,1,1,101,75
53368,1462011,0,1,0,0,9411.86,1,1976-09-01,592,1,1,0,1,1,82,64
78020,1462011,0,1,0,0,9411.86,1,1987-09-01,732,1,1,1,1,1,134,73
133692,1462011,0,1,0,0,9411.86,1,2017-09-01,334,0,1,0,1,1,87,64
133697,1462011,0,1,0,0,9411.86,1,2017-09-01,596,0,1,1,1,1,115,76
275007,1462011,0,1,0,0,9411.86,1,2020-09-01,132,1,0,1,1,1,20,81
40657,1463011,0,1,0,0,6954.93,1,1913-09-01,504,1,1,1,1,1,82,77
40938,1463011,0,1,0,0,6954.93,1,1964-09-01,512,1,1,1,1,0,61,64
40997,1463011,0,1,0,0,6954.93,1,1987-09-01,877,1,1,0,0,0,116,69
41035,1463011,0,1,0,0,6954.93,1,1997-03-01,991,1,1,1,1,1,137,70
41137,1463011,0,1,0,0,6954.93,1,1965-09-01,472,1,1,1,1,1,51,64
42176,1463011,0,1,0,0,6954.93,1,2001-09-01,1149,1,1,1,1,1,116,77
42212,1463011,0,1,0,0,6954.93,1,1967-09-04,324,0,1,0,0,1,39,51
42237,1463011,0,1,0,0,6954.93,1,1981-09-01,723,1,1,1,1,1,125,75
48920,1463011,0,1,0,0,6954.93,1,1920-09-01,345,1,1,1,1,1,53,51
49375,1463011,0,1,0,0,6954.93,1,1992-09-01,651,1,1,1,0,1,90,65
49900,1463011,0,1,0,0,6954.93,1,1920-09-01,562,1,1,1,1,0,48,72
58101,1463011,0,1,0,0,6954.93,1,1995-09-01,657,1,1,1,1,1,65,73
58466,1463011,0,1,0,0,6954.93,1,1936-09-01,432,1,1,1,1,1,34,74
58471,1463011,0,1,0,0,6954.93,1,1916-09-01,445,1,1,1,0,0,54,57
61436,1463011,0,1,0,0,6954.93,1,1999-09-01,539,1,1,1,0,1,45,67
63252,1463011,0,1,0,0,6954.93,1,1985-09-01,823,1,1,1,1,1,96,73
64669,1463011,0,1,0,0,6954.93,1,1954-09-01,524,1,1,1,1,1,62,69
65015,1463011,0,1,0,0,6954.93,1,1993-09-01,539,1,1,1,1,1,44,83
70267,1463011,0,1,0,0,6954.93,1,1910-09-01,185,1,1,0,1,1,19,78
72300,1463011,0,1,0,0,6954.93,1,1956-09-01,615,1,1,1,0,1,73,67
72301,1463011,0,1,0,0,6954.93,1,1959-10-07,343,0,1,1,1,1,45,61
73093,1463011,0,1,0,0,6954.93,1,1961-09-01,414,0,1,0,0,0,35,64
73489,1463011,0,1,0,0,6954.93,0,1961-09-01,799,1,1,1,1,1,106,67
73702,1463011,0,1,0,0,6954.93,1,1963-09-09,962,1,1,1,1,1,136,80
88027,1463011,0,1,0,0,6954.93,1,1992-09-01,234,1,1,0,0,1,23,49
88028,1463011,0,1,0,0,6954.93,1,1919-09-01,515,0,0,1,1,1,49,64
64380,1464011,0,1,0,0,7153.13,1,1984-01-04,793,1,1,1,1,1,82,75
70435,1464011,0,1,0,0,7153.13,1,1994-01-01,604,1,1,1,0,1,56,84
70436,1464011,0,1,0,0,7153.13,1,1994-01-01,510,1,1,1,1,1,52,62
70438,1464011,0,1,0,0,7153.13,1,1994-01-01,628,1,1,0,0,1,78,75
70439,1464011,0,1,0,0,7153.13,1,1984-09-01,675,1,1,1,1,1,113,77
70441,1464011,0,1,0,0,7153.13,1,1994-01-01,647,1,1,0,1,1,71,71
70442,1464011,0,1,0,0,7153.13,1,1993-04-01,702,1,1,1,1,1,45,73
92370,1464011,0,1,0,0,7153.13,1,1977-02-10,844,1,1,1,1,1,119,76
263088,1464011,0,1,0,0,7153.13,1,2017-09-01,364,1,1,1,1,1,62,73
263091,1464011,0,1,0,0,7153.13,1,2017-09-01,364,1,1,1,1,1,35,52
263094,1464011,0,1,0,0,7153.13,1,2017-09-01,608,1,1,1,1,1,46,73
263096,1464011,0,1,0,0,7153.13,1,2017-09-01,787,1,1,1,1,1,39,66
5120,1465011,0,1,0,0,10346.74,1,2012-09-01,852,1,0,0,1,1,68,87
6489,1465011,0,1,0,0,10346.74,1,1979-09-01,877,0,1,1,1,1,91,88
7056,1465011,0,1,0,0,10346.74,1,1958-09-01,730,1,1,0,1,1,47,88
8472,1465011,0,1,0,0,10346.74,0,1966-10-28,359,0,1,1,0,1,20,80
11490,1465011,0,1,0,0,10346.74,1,1980-09-01,757,1,0,0,0,0,82,74
15297,1465011,0,1,0,0,10346.74,1,1961-10-27,1243,1,1,1,1,1,146,88
15808,1465011,0,1,0,0,10346.74,1,1992-09-01,1119,1,0,1,1,1,169,88
16233,1465011,0,1,0,0,10346.74,1,1980-08-20,726,1,0,1,1,1,88,83
16880,1465011,0,1,0,0,10346.74,1,1964-09-01,532,1,1,1,1,1,70,89
16899,1465011,0,1,0,0,10346.74,1,1983-09-01,1036,0,0,1,1,1,111,78
16905,1465011,0,1,0,0,10346.74,1,1984-09-01,1034,0,1,1,1,1,132,83
17902,1465011,0,1,0,0,10346.74,1,1952-09-01,495,1,1,1,1,1,67,85
19491,1465011,0,1,0,0,10346.74,1,2012-09-01,310,0,1,1,1,1,30,50
19870,1465011,0,1,0,0,10346.74,1,2003-02-01,797,1,1,1,1,0,90,94
20653,1465011,0,1,0,0,10346.74,1,1965-09-01,518,1,0,0,1,1,55,62
20767,1465011,0,1,0,0,10346.74,1,1965-09-01,817,1,1,1,1,1,89,88
20768,1465011,0,1,0,0,10346.74,1,1937-09-01,507,1,1,1,1,1,50,82
20769,1465011,0,1,0,0,10346.74,1,1965-09-01,777,1,1,1,1,1,71,83
20770,1465011,0,1,0,0,10346.74,1,1968-09-01,666,1,0,1,1,1,76,84
20772,1465011,0,1,0,0,10346.74,1,1955-09-01,622,1,1,0,1,1,51,66
20888,1465011,0,1,0,0,10346.74,1,1956-09-01,488,0,0,1,1,0,55,73
21044,1465011,0,1,0,0,10346.74,1,1967-09-01,833,1,0,1,1,1,85,77
21185,1465011,0,1,0,0,10346.74,1,1945-09-01,705,1,1,1,1,1,99,86
21235,1465011,0,1,0,0,10346.74,1,1931-09-01,601,0,1,1,1,1,53,63
21253,1465011,0,1,0,0,10346.74,1,1934-09-01,398,1,1,1,0,1,43,53
21304,1465011,0,1,0,0,10346.74,1,1945-11-01,443,1,0,0,0,1,73,71
21312,1465011,0,1,0,0,10346.74,1,1961-09-01,473,1,0,0,1,1,92,69
21340,1465011,0,1,0,0,10346.74,1,1987-09-01,613,1,1,0,1,1,94,86
21344,1465011,0,1,0,0,10346.74,1,1921-09-01,450,1,0,1,0,1,38,59
21572,1465011,0,1,0,0,10346.74,1,1960-09-01,717,1,1,1,1,1,78,83
21969,1465011,0,1,0,0,10346.74,1,1965-09-01,710,1,0,0,1,1,70,68
22084,1465011,0,1,0,0,10346.74,1,1982-11-01,1533,1,1,1,1,0,149,84
22197,1465011,0,1,0,0,10346.74,1,1978-08-01,410,1,1,1,0,1,53,86
22206,1465011,0,1,0,0,10346.74,1,1978-08-01,718,1,1,1,0,1,66,85
22214,1465011,0,1,0,0,10346.74,1,1979-09-01,1044,1,1,1,1,1,96,93
23047,1465011,0,1,0,0,10346.74,1,1982-09-01,468,1,0,1,1,1,53,87
23079,1465011,0,1,0,0,10346.74,1,1983-01-01,369,1,0,1,0,1,39,83
23178,1465011,0,1,0,0,10346.74,1,1956-09-01,569,1,1,1,1,1,74,68
23192,1465011,0,1,0,0,10346.74,1,1945-09-08,346,1,0,1,1,0,42,68
23289,1465011,0,1,0,0,10346.74,1,1958-09-01,725,1,1,1,1,1,68,85
23311,1465011,0,1,0,0,10346.74,1,1968-09-01,682,1,0,1,0,1,60,72
23346,1465011,0,1,0,0,10346.74,1,1971-09-01,607,1,1,1,1,1,68,87
23372,1465011,0,1,0,0,10346.74,1,1983-09-01,473,1,0,1,1,1,40,78
23395,1465011,0,1,0,0,10346.74,1,1983-09-01,807,1,1,1,1,1,120,88
23401,1465011,0,1,0,0,10346.74,1,1985-04-01,422,1,1,1,1,1,38,90
23448,1465011,0,1,0,0,10346.74,1,1985-04-01,1097,1,1,1,1,1,125,84
23460,1465011,0,1,0,0,10346.74,1,1992-01-01,730,1,1,1,1,1,101,87
23501,1465011,0,1,0,0,10346.74,1,1968-09-01,901,1,1,1,1,0,98,82
23502,1465011,0,1,0,0,10346.74,1,1967-09-01,690,1,1,1,1,1,57,89
23503,1465011,0,1,0,0,10346.74,1,1963-09-03,671,1,1,1,1,1,74,88
23504,1465011,0,1,0,0,10346.74,0,1956-09-01,598,1,0,1,1,1,76,85
23505,1465011,0,1,0,0,10346.74,1,1959-09-01,625,1,0,1,1,1,64,71
23506,1465011,0,1,0,0,10346.74,1,1961-09-01,757,1,0,1,1,1,111,80
23507,1465011,0,1,0,0,10346.74,1,1961-09-01,433,1,1,1,1,1,31,69
23508,1465011,0,1,0,0,10346.74,1,1966-09-01,387,1,1,1,1,0,36,52
23509,1465011,0,1,0,0,10346.74,1,1968-09-01,500,1,1,1,1,1,47,56
23510,1465011,0,1,0,0,10346.74,1,1972-09-01,654,1,0,1,1,1,97,81
23514,1465011,0,1,0,0,10346.74,1,2005-09-01,330,1,1,1,1,1,27,78
23529,1465011,0,1,0,0,10346.74,1,1991-08-12,940,1,1,0,0,1,92,87
23626,1465011,0,1,0,0,10346.74,1,1992-02-01,1536,1,1,1,1,1,171,90
23729,1465011,0,1,0,0,10346.74,1,1993-07-19,520,1,0,1,1,1,42,88
23746,1465011,0,1,0,0,10346.74,1,1964-09-01,632,1,0,1,1,1,66,90
23880,1465011,0,1,0,0,10346.74,1,1966-09-01,752,1,0,0,1,1,58,83
24685,1465011,0,1,0,0,10346.74,1,1971-09-01,832,1,1,1,1,1,75,81
25238,1465011,0,1,0,0,10346.74,1,1970-09-01,695,1,0,1,1,1,75,74
25422,1465011,0,1,0,0,10346.74,1,1965-09-01,726,1,1,0,0,1,105,79
25442,1465011,0,1,0,0,10346.74,1,1954-10-15,406,1,1,1,0,1,30,72
26496,1465011,0,1,0,0,10346.74,1,1973-09-01,691,1,1,0,1,0,77,79
26789,1465011,0,1,0,0,10346.74,1,1962-09-01,673,1,0,1,1,1,46,80
27605,1465011,0,1,0,0,10346.74,1,1968-09-01,624,0,0,1,1,1,61,82
27990,1465011,0,1,0,0,10346.74,1,1961-01-29,771,1,1,1,1,1,107,86
28624,1465011,0,1,0,0,10346.74,1,1961-09-01,463,1,1,1,1,1,31,72
29542,1465011,0,1,0,0,10346.74,1,1967-09-01,706,1,1,1,1,1,46,65
29806,1465011,0,1,0,0,10346.74,1,1938-09-01,472,1,1,1,0,1,46,92
30166,1465011,0,1,0,0,10346.74,1,1929-09-01,542,1,1,1,0,1,60,72
30461,1465011,0,1,0,0,10346.74,1,1952-09-01,705,0,0,1,1,1,86,89
30870,1465011,0,1,0,0,10346.74,1,1957-09-01,532,1,0,1,1,1,30,65
30878,1465011,0,1,0,0,10346.74,1,1964-09-01,684,1,1,1,1,1,67,82
30913,1465011,0,1,0,0,10346.74,1,1958-09-01,800,1,1,1,1,1,96,86
30971,1465011,0,1,0,0,10346.74,1,1991-09-01,613,1,1,0,0,0,53,76
30973,1465011,0,1,0,0,10346.74,1,1931-09-01,1118,1,0,0,0,0,131,89
30974,1465011,0,1,0,0,10346.74,1,1947-09-01,639,0,0,1,1,1,56,77
30975,1465011,0,1,0,0,10346.74,1,1959-09-01,420,1,1,1,0,1,43,71
34499,1465011,0,1,0,0,10346.74,1,2002-09-01,285,1,1,1,1,1,28,73
34507,1465011,0,1,0,0,10346.74,1,2000-09-01,601,1,0,1,1,1,63,76
34570,1465011,0,1,0,0,10346.74,1,1918-09-01,410,1,0,1,0,1,61,85
34633,1465011,0,1,0,0,10346.74,1,1956-09-01,560,1,0,1,1,1,52,89
34634,1465011,0,1,0,0,10346.74,1,1946-09-01,466,1,1,1,1,1,62,89
34635,1465011,0,1,0,0,10346.74,1,1956-09-01,502,1,0,1,1,1,32,73
34745,1465011,0,1,0,0,10346.74,1,1967-09-01,417,0,1,1,1,1,45,82
34983,1465011,0,1,0,0,10346.74,1,1963-09-02,621,1,1,0,0,0,72,88
35094,1465011,0,1,0,0,10346.74,1,1957-09-01,552,1,0,1,1,1,85,78
35188,1465011,0,1,0,0,10346.74,1,1958-09-01,415,1,0,1,1,1,49,80
38742,1465011,0,1,0,0,10346.74,1,1961-09-01,497,1,0,0,0,1,53,70
40545,1465011,0,1,0,0,10346.74,1,2012-09-01,692,1,1,1,0,1,43,84
40716,1465011,0,1,0,0,10346.74,1,1946-09-01,458,1,0,1,1,1,29,62
40717,1465011,0,1,0,0,10346.74,1,1962-09-01,755,1,0,1,0,1,60,70
40898,1465011,0,1,0,0,10346.74,1,1962-12-17,596,1,0,1,0,1,71,80
40908,1465011,0,1,0,0,10346.74,1,1945-09-01,554,1,1,1,0,1,50,76
40945,1465011,0,1,0,0,10346.74,1,1959-09-01,389,1,1,0,1,1,54,57
41126,1465011,0,1,0,0,10346.74,1,1961-09-01,522,1,1,1,1,1,37,82
41174,1465011,0,1,0,0,10346.74,1,1952-09-01,406,1,0,0,0,1,21,69
41455,1465011,0,1,0,0,10346.74,1,1965-09-01,597,1,0,1,1,1,76,81
41649,1465011,0,1,0,0,10346.74,1,1962-09-01,452,1,0,1,1,0,38,67
41818,1465011,0,1,0,0,10346.74,1,1963-09-01,414,0,0,1,0,0,28,74
41863,1465011,0,1,0,0,10346.74,1,1906-09-01,503,1,0,1,1,1,29,86
42023,1465011,0,1,0,0,10346.74,1,1961-01-16,724,1,1,0,1,1,63,87
42063,1465011,0,1,0,0,10346.74,1,1983-09-01,313,1,0,1,1,1,28,72
42185,1465011,0,1,0,0,10346.74,1,1960-09-05,560,1,1,1,1,1,71,72
42836,1465011,0,1,0,0,10346.74,1,1949-09-01,295,1,0,1,1,1,20,37
43836,1465011,0,1,0,0,10346.74,1,1957-09-01,466,1,1,0,0,1,47,76
43837,1465011,0,1,0,0,10346.74,1,1958-09-01,616,1,1,0,1,0,161,91
43840,1465011,0,1,0,0,10346.74,1,1960-09-01,641,1,1,0,0,1,65,80
43929,1465011,0,1,0,0,10346.74,1,2012-09-01,738,1,1,1,1,1,69,88
44250,1465011,0,1,0,0,10346.74,1,1932-09-01,413,1,1,1,0,1,23,36
48841,1465011,0,1,0,0,10346.74,1,1939-09-01,685,1,0,1,1,1,73,75
48842,1465011,0,1,0,0,10346.74,1,1962-09-01,751,1,0,1,1,1,119,85
48843,1465011,0,1,0,0,10346.74,1,1972-09-01,855,1,1,1,1,1,83,79
48844,1465011,0,1,0,0,10346.74,1,1969-09-01,593,1,1,1,1,1,73,78
48845,1465011,0,1,0,0,10346.74,1,1970-09-01,720,1,1,1,1,1,91,80
48846,1465011,0,1,0,0,10346.74,1,1974-09-01,731,1,1,1,1,1,54,75
48848,1465011,0,1,0,0,10346.74,1,1920-09-01,599,1,1,1,1,1,83,74
52372,1465011,0,1,0,0,10346.74,1,1914-01-01,915,1,1,1,1,1,132,80
54132,1465011,0,1,0,0,10346.74,1,1938-09-01,473,1,1,1,1,1,46,88
54139,1465011,0,1,0,0,10346.74,1,1960-12-21,605,1,0,1,1,1,61,81
54142,1465011,0,1,0,0,10346.74,1,1993-09-01,200,1,1,1,1,1,13,68
56368,1465011,0,1,0,0,10346.74,1,1956-09-01,500,0,1,1,1,1,60,72
59641,1465011,0,1,0,0,10346.74,1,2011-09-01,1305,1,0,1,1,1,151,86
60275,1465011,0,1,0,0,10346.74,1,1972-09-01,593,1,1,1,1,1,41,70
60276,1465011,0,1,0,0,10346.74,1,1933-09-01,442,1,0,1,1,1,68,86
60277,1465011,0,1,0,0,10346.74,1,1973-09-01,687,1,1,1,1,1,56,83
60278,1465011,0,1,0,0,10346.74,1,1961-09-01,344,1,1,1,1,0,21,70
60280,1465011,0,1,0,0,10346.74,1,1956-09-03,541,1,1,0,1,1,118,86
60281,1465011,0,1,0,0,10346.74,0,1973-09-01,623,1,1,1,1,1,57,84
60283,1465011,0,1,0,0,10346.74,1,1958-09-01,284,1,1,0,1,1,29,60
60284,1465011,0,1,0,0,10346.74,1,1965-09-01,691,1,1,1,1,1,68,89
60285,1465011,0,1,0,0,10346.74,1,1966-09-01,339,1,1,0,1,1,59,64
60286,1465011,0,1,0,0,10346.74,1,1967-09-01,686,0,1,0,1,1,38,69
60287,1465011,0,1,0,0,10346.74,1,1981-09-01,859,1,0,0,0,1,103,85
60288,1465011,0,1,0,0,10346.74,1,1918-10-30,533,1,0,0,0,1,48,84
60289,1465011,0,1,0,0,10346.74,1,1951-09-01,550,1,1,1,1,1,39,86
60290,1465011,0,1,0,0,10346.74,1,1957-09-01,573,1,0,1,1,1,41,85
60291,1465011,0,1,0,0,10346.74,1,1919-08-30,662,1,0,0,1,0,75,87
60292,1465011,0,1,0,0,10346.74,1,1955-09-01,590,1,1,1,1,1,62,89
60295,1465011,0,1,0,0,10346.74,1,1964-09-01,700,1,1,1,1,1,67,82
60296,1465011,0,1,0,0,10346.74,1,1956-09-01,605,1,1,1,1,1,67,87
60299,1465011,0,1,0,0,10346.74,1,1934-09-01,489,1,0,1,1,1,48,73
60578,1465011,0,1,0,0,10346.74,1,1945-09-01,828,1,1,1,1,1,86,91
60805,1465011,0,1,0,0,10346.74,1,2004-03-05,589,1,1,1,1,1,46,96
60888,1465011,0,1,0,0,10346.74,1,1978-08-01,435,1,0,0,1,0,57,76
61432,1465011,0,1,0,0,10346.74,1,2006-09-01,948,1,1,1,0,1,94,82
63416,1465011,0,1,0,0,10346.74,1,1978-09-01,818,0,0,1,1,1,95,76
74888,1465011,0,1,0,0,10346.74,1,1962-09-01,910,1,1,0,0,1,103,84
74989,1465011,0,1,0,0,10346.74,1,1934-09-01,1098,1,1,1,1,1,103,87
75025,1465011,0,1,0,0,10346.74,1,1954-09-01,858,1,1,1,1,1,144,82
80397,1465011,0,1,0,0,10346.74,1,1936-09-01,183,0,1,0,0,1,11,77
81165,1465011,0,1,0,0,10346.74,1,1991-09-01,411,1,0,1,1,1,21,79
81771,1465011,0,1,0,0,10346.74,1,2004-03-05,240,0,1,1,1,0,23,86
81772,1465011,0,1,0,0,10346.74,1,2005-06-06,245,1,1,1,1,1,22,96
83672,1465011,0,1,0,0,10346.74,1,1929-09-01,552,1,1,1,1,1,53,87
83750,1465011,0,1,0,0,10346.74,1,1967-08-16,292,1,1,0,0,1,18,66
87205,1465011,0,1,0,0,10346.74,1,1937-09-01,528,1,1,1,1,0,36,76
88214,1465011,0,1,0,0,10346.74,1,2002-09-01,360,1,1,1,1,0,30,72
